Geo Point;Geo Shape;N_SQ_SPVP;N_SQ_CA;N_SQ_PC
48.8515198247,2.38176263801;"{""coordinates"": [[[2.381824754600251, 48.85145565352618], [2.381708073582721, 48.85145359278122], [2.381679116386008, 48.85145318232858], [2.381699674523883, 48.8515838502793], [2.381847016913738, 48.85158618006215], [2.381824754600251, 48.85145565352618]]], ""type"": ""Polygon""}";4294;11;750025490
48.852066203,2.37513356869;"{""coordinates"": [[[2.375344999678342, 48.85245469817779], [2.37540513770812, 48.85243472722564], [2.374904335274359, 48.851846637834406], [2.374874527132214, 48.851847280728144], [2.3748395756729, 48.851804084762236], [2.374941757649907, 48.851777352924024], [2.374975856308994, 48.851819846508064], [2.374974159591624, 48.8518275747782], [2.375475178059737, 48.852410652021305], [2.375537594786543, 48.85238930249712], [2.37517782203511, 48.85197160141852], [2.375155681891607, 48.85197750966472], [2.375117319951522, 48.851930030345805], [2.37492039832945, 48.85169045377385], [2.374916992100042, 48.85169129845846], [2.374738173105394, 48.85173484703043], [2.374895024215051, 48.85192153406578], [2.374941909066748, 48.85197638770709], [2.375149057076808, 48.85222221322128], [2.375240270339705, 48.8523299553046], [2.375344999678342, 48.85245469817779]]], ""type"": ""Polygon""}";4022;11;750025999
48.8811478286,2.33897486587;"{""coordinates"": [[[2.33904739269213, 48.881086049011884], [2.338863191225066, 48.88111915890248], [2.338902863623076, 48.881209451519815], [2.338983912420491, 48.881195016890025], [2.339085866951314, 48.88117697438036], [2.33904739269213, 48.881086049011884]]], ""type"": ""Polygon""}";749;9;750020074
48.8172848758,2.33852481943;"{""coordinates"": [[[2.338269261347202, 48.817071523187806], [2.338193897430825, 48.81708797671999], [2.338204506561071, 48.81718466708189], [2.338225783761135, 48.817183471746965], [2.338241957591213, 48.81732159514344], [2.338064080023993, 48.81733030948726], [2.338078551026708, 48.81743646565166], [2.338391670277471, 48.817396973592764], [2.338386862610113, 48.81737369161772], [2.338492179804777, 48.817367397641895], [2.338558565260337, 48.81736423481913], [2.338652784849292, 48.817358965765955], [2.338659907984447, 48.81742046726773], [2.338727934236833, 48.817417977171544], [2.338739002237239, 48.81751078465127], [2.33887685156281, 48.81750181110687], [2.338876387958357, 48.81749777300802], [2.338872588548297, 48.8174979624558], [2.338819069528612, 48.81704083517689], [2.338822963212175, 48.817040619270706], [2.338822228473682, 48.817036698389366], [2.338780573050937, 48.81703898361444], [2.338682242441326, 48.81704436313763], [2.338682731793796, 48.8170483024491], [2.338685367773846, 48.817048783808964], [2.338693028927869, 48.817112856942764], [2.338711255282181, 48.81727598011717], [2.338649663024049, 48.81727910118329], [2.338649513638848, 48.81727777916182], [2.338643031053964, 48.817278201991044], [2.338645047819551, 48.81729421858518], [2.338378721635704, 48.81731118164991], [2.338347036806752, 48.81706797562662], [2.338321953500797, 48.81706839173928], [2.338321102814116, 48.81706277127618], [2.33830578299607, 48.817063614660334], [2.338306634152806, 48.81706930527814], [2.338269261347202, 48.817071523187806]]], ""type"": ""Polygon""}";5867;14;750086937
48.8691978305,2.34738217905;"{""coordinates"": [[[2.347049923056493, 48.86919722703488], [2.347055931982655, 48.8692563087726], [2.347062485096485, 48.869306127561664], [2.347103652409965, 48.86930018894155], [2.347370415208471, 48.86925726847915], [2.347580170519193, 48.869225193928045], [2.34773232518291, 48.86920192714559], [2.347717440423679, 48.86908331463076], [2.34755258851106, 48.86911084161187], [2.347349399047218, 48.86914477038607], [2.347209952028878, 48.86916852508315], [2.347075548966425, 48.869192278354085], [2.347049923056493, 48.86919722703488]], [[2.347562308610121, 48.8691710263625], [2.347570452870312, 48.86919572260314], [2.347400480392928, 48.869224423881946], [2.34737917635341, 48.86917385377218], [2.347562887168651, 48.86913985474554], [2.347572955438115, 48.86916821549853], [2.347562308610121, 48.8691710263625]]], ""type"": ""Polygon""}";5654;2;750002179
48.8522407487,2.36030152244;"{""coordinates"": [[[2.360279176341305, 48.85228136723648], [2.360285008312121, 48.85227921928263], [2.360299113953449, 48.85229472131496], [2.360373438184284, 48.85226938724189], [2.360359042426103, 48.85225198333227], [2.360359029417097, 48.85225193289892], [2.360368609781388, 48.852248399289145], [2.360369700386368, 48.85224970288699], [2.360375695000113, 48.8522475162266], [2.360374904, 48.85224656317973], [2.360391075949278, 48.85224061586409], [2.360406118490687, 48.852235082507306], [2.360427687113289, 48.852227142286765], [2.360383587328945, 48.852180768794334], [2.360384783729613, 48.852175229773216], [2.360378786657799, 48.852172066164144], [2.360369197857975, 48.85217839762005], [2.360328440686831, 48.85219423050429], [2.36031884663611, 48.85218711208927], [2.360292475886367, 48.85220056753622], [2.360287678937495, 48.85219977743868], [2.36025531227947, 48.85221086160063], [2.36025051837866, 48.85221481830816], [2.360233736235567, 48.85222273462557], [2.360221747350288, 48.852223527605695], [2.360227746090971, 48.85223143892098], [2.360171578233079, 48.8522495924238], [2.360173662642089, 48.85225209118305], [2.36018103115216, 48.852260545840146], [2.360182199625732, 48.852260723864994], [2.360219225737484, 48.85230325623833], [2.360241136650989, 48.852295080452365], [2.360255659918864, 48.85228966395221], [2.360260754323019, 48.85228776117701], [2.360273632036432, 48.85228295103446], [2.360273680388051, 48.85228300885163], [2.360274707859575, 48.85228423746641], [2.360279967450599, 48.852282311291006], [2.360279176341305, 48.85228136723648]]], ""type"": ""Polygon""}";5652;4;0
48.8521867034,2.34663107293;"{""coordinates"": [[[2.346728195992392, 48.85219367030359], [2.346634499499669, 48.852137052423465], [2.34654825095416, 48.852169224424145], [2.346604304050733, 48.85223939694689], [2.346661542553828, 48.85221829855327], [2.346728195992392, 48.85219367030359]]], ""type"": ""Polygon""}";4080;5;750007770
48.8649745064,2.34933862152;"{""coordinates"": [[[2.349213994311618, 48.864931997852224], [2.34925150160816, 48.86502768162106], [2.349255763039835, 48.86503737634355], [2.349275369008234, 48.86508486761212], [2.349327332370458, 48.865075376953726], [2.349326477389929, 48.86506350365523], [2.349307724975142, 48.86501762866053], [2.349401429784738, 48.8650008976459], [2.349410805485122, 48.86501803885797], [2.349475548755931, 48.865011568355484], [2.34946958129365, 48.8649962524573], [2.349448270977803, 48.86494616274005], [2.349425256698386, 48.864893895433894], [2.349419293108801, 48.86489431718552], [2.349238697330363, 48.864927849496254], [2.349219957248153, 48.864931083266406], [2.349213994311618, 48.864931997852224]]], ""type"": ""Polygon""}";2487;2;750086880
48.8412006934,2.34947697203;"{""coordinates"": [[[2.349565792091045, 48.841165393114345], [2.349421035493026, 48.84115613573394], [2.349393787449587, 48.84115473382906], [2.34938953875039, 48.841194709930456], [2.349385292537635, 48.84123721505499], [2.349490027481767, 48.84124092701782], [2.349564960933198, 48.84124618744325], [2.349565792091045, 48.841165393114345]]], ""type"": ""Polygon""}";5193;5;750009346
48.8676444771,2.27744476319;"{""coordinates"": [[[2.277540020615736, 48.867703636860846], [2.277527149887866, 48.867687450920165], [2.27751779366112, 48.86767568221348], [2.277510980445713, 48.8676671152522], [2.277432813126958, 48.86756880762578], [2.277353767830838, 48.867595915246866], [2.277423789433707, 48.867683531743005], [2.277432394764756, 48.86769429854525], [2.277445825340972, 48.867711103930375], [2.277486045797794, 48.867697370842116], [2.277488310971293, 48.86770035686639], [2.277496658097484, 48.867711361332034], [2.277510186247626, 48.867714351491145], [2.277540020615736, 48.867703636860846]]], ""type"": ""Polygon""}";1833;16;750049937
48.864233988,2.34318423476;"{""coordinates"": [[[2.343577680127982, 48.86416311682085], [2.343573420288755, 48.864157495927785], [2.343567455305631, 48.86415229736801], [2.343564899137114, 48.864150049372554], [2.343558083840004, 48.864145694231524], [2.343550416802171, 48.864141971155114], [2.343547008893121, 48.864140355224265], [2.343538489773105, 48.864137615854425], [2.343529118495882, 48.864135649743865], [2.343524858504032, 48.86413501751964], [2.343513783606112, 48.864133893743606], [2.343501005543241, 48.86413368425215], [2.343506967892516, 48.86412827411699], [2.343316984260188, 48.864031613368006], [2.343315279952146, 48.86403315898565], [2.343305057068142, 48.864028031480046], [2.343266723273619, 48.864043489537885], [2.343158539975462, 48.86409225374614], [2.343161947597958, 48.86409443177784], [2.343153428875779, 48.8641011768848], [2.343161948384087, 48.86410518076477], [2.343168763739638, 48.86409871679751], [2.343315297436811, 48.86417310899796], [2.343233518489543, 48.86419348819923], [2.34278969432287, 48.864292644613705], [2.342773504204148, 48.8642679154295], [2.342708763684195, 48.864298480296874], [2.342710469155023, 48.86430192246642], [2.342715579616696, 48.86430072832222], [2.34275306479786, 48.86431744707341], [2.342747102897981, 48.86432313776901], [2.342743695444677, 48.8643286176563], [2.342739436557596, 48.86433578453697], [2.34273858554005, 48.864338735113606], [2.342737733967749, 48.864344214647495], [2.342738586918879, 48.864350186490945], [2.342740291551682, 48.86435672060603], [2.342740291956049, 48.86435798508839], [2.342742847268894, 48.86436332414786], [2.342743700370843, 48.8643655025516], [2.342747107582141, 48.86437063044637], [2.342753071681093, 48.86437751531474], [2.342755627956735, 48.86438018512096], [2.342760739637371, 48.86438418920003], [2.342767555916935, 48.86438749125725], [2.342773519020855, 48.864389809241345], [2.342783742463069, 48.864393813510844], [2.342789705712435, 48.86439514761068], [2.342796520717187, 48.86439584965072], [2.342801632070029, 48.864395990136906], [2.342814411079298, 48.864396129558884], [2.342825485408329, 48.864395356675864], [2.342828040755327, 48.86439507482268], [2.342835707861897, 48.86439338838047], [2.342840818736283, 48.86439205393532], [2.342842523059118, 48.86439472355833], [2.342903006177356, 48.86438137120719], [2.342902154287924, 48.8643787719175], [2.342948155740803, 48.86436787978436], [2.342949859803008, 48.86436970581813], [2.342958378248359, 48.864367527603065], [2.342966046566263, 48.86437947074371], [2.343019715103116, 48.864366892131926], [2.343340870026875, 48.8642908558646], [2.343330644890515, 48.86427216891406], [2.343438831892987, 48.8642489774751], [2.343455870213666, 48.86424504187637], [2.343459277664552, 48.86424799243628], [2.343517204216718, 48.864233587005565], [2.343512092429723, 48.8642293716117], [2.34352231483202, 48.86422880893485], [2.343531685471761, 48.86422747354376], [2.343535093901985, 48.86422656051738], [2.343548722949804, 48.864222413744976], [2.343556389913738, 48.864219112030725], [2.343563204646234, 48.86421496655194], [2.343569167689699, 48.86421025880693], [2.343571722237943, 48.86420765931936], [2.343576832633468, 48.86420224900494], [2.343580239448379, 48.86419648759508], [2.343581090895155, 48.864193607163706], [2.343582794609079, 48.86418756481018], [2.343583645398293, 48.86418138287662], [2.343582792797872, 48.86417808029914], [2.343581940082894, 48.86417175771769], [2.343579383533978, 48.86416564523141], [2.343577680127982, 48.86416311682085]]], ""type"": ""Polygon""}";2659;1;750076185
48.8596483475,2.27091382569;"{""coordinates"": [[[2.271120963700032, 48.85962031205536], [2.271164040231825, 48.85957922559181], [2.271157196181794, 48.85957613059181], [2.271138434294924, 48.85956764690608], [2.271062816662156, 48.859533448746134], [2.271015728097082, 48.859576917414], [2.270905717675257, 48.859524780616844], [2.270816180059164, 48.85960703525077], [2.270801067621089, 48.85959987242081], [2.270752613302857, 48.859576908865556], [2.270722386285586, 48.85960422069764], [2.270658374648985, 48.85966205854074], [2.270796403947913, 48.85973071570141], [2.270855288351473, 48.85975951935401], [2.270896777286632, 48.859779111905944], [2.27092465349055, 48.85977583001258], [2.270962590430312, 48.859771361996756], [2.271025223140643, 48.85971162604954], [2.271120963700032, 48.85962031205536]]], ""type"": ""Polygon""}";3126;16;750051234
48.8562724943,2.26814471007;"{""coordinates"": [[[2.268165111837235, 48.856206590267256], [2.268158507735337, 48.85619528629394], [2.268140961321028, 48.85619984755576], [2.268133811531766, 48.85618761030538], [2.268096164771439, 48.85619749424503], [2.268050444207903, 48.85620949624371], [2.268057454736367, 48.85622155547322], [2.268115673555264, 48.85632170813531], [2.26812390045066, 48.856335859515156], [2.268137377258996, 48.85635904379581], [2.268183586434484, 48.856347583469585], [2.268220752341394, 48.85633836658557], [2.268239303825055, 48.856333766490685], [2.268224834463478, 48.856308856575474], [2.268219563295464, 48.85629978397555], [2.268211986227189, 48.85628681653605], [2.268192802063028, 48.85625398050362], [2.268165111837235, 48.856206590267256]]], ""type"": ""Polygon""}";3337;16;750051929
48.861487352,2.27776079184;"{""coordinates"": [[[2.277872209443543, 48.86147985825756], [2.277833164800831, 48.861444028892834], [2.277827636423662, 48.86144676554376], [2.277799267344966, 48.86142165704128], [2.277667154937123, 48.86148544055192], [2.27765018787495, 48.86149366706201], [2.277719370347079, 48.86155404639532], [2.277736708043038, 48.86154553431922], [2.277872209443543, 48.86147985825756]]], ""type"": ""Polygon""}";2980;16;750051969
48.8430899842,2.2653248234;"{""coordinates"": [[[2.265358791735063, 48.84303500837844], [2.265322028113708, 48.8430179670707], [2.265278372050437, 48.843054507504796], [2.265256292346313, 48.843072988871], [2.265272438965249, 48.843080823528375], [2.265238876998682, 48.8431103011264], [2.265337650126714, 48.84315542660201], [2.26541607611825, 48.84308490918282], [2.265342068523102, 48.843050968441815], [2.265358791735063, 48.84303500837844]]], ""type"": ""Polygon""}";5119;16;750052509
48.8572332267,2.263578019;"{""coordinates"": [[[2.263372877752457, 48.85715501438956], [2.263400924524921, 48.857196483831444], [2.263496956979659, 48.85734499618523], [2.263593168709213, 48.8573711229244], [2.263780639135895, 48.85731700544203], [2.263751745039441, 48.857272585480366], [2.26371010116304, 48.85720911776974], [2.263695653926979, 48.85718711777827], [2.263654008920442, 48.85712470408485], [2.263627663168521, 48.857083798274466], [2.263372877752457, 48.85715501438956]]], ""type"": ""Polygon""}";3253;16;750048670
48.8659023261,2.35087616689;"{""coordinates"": [[[2.350933411501426, 48.86589759958218], [2.350924035942008, 48.86588214477689], [2.350820959925374, 48.865905412040505], [2.350830336066997, 48.86592311521621], [2.350933411501426, 48.86589759958218]]], ""type"": ""Polygon""}";2276;2;0
