Numéro de la demande;Date de la demande;Siret du commerce;Nom de l’enseigne;Adresse du commerce;Installations demandées et dimensions;Arrondissement;Code Arrondissement;geo_point_2d
DSN20979;2021-07-25;;LA CACHETTE DE PARIS;151b rue Marcadet 75018;Contre-terrasse permanente sur stationnement (L=7,60m l=1,20m);18;75118;48.8912499995516,2.338484999828224
DSN35054;2021-10-05;;O'DJERBA;399 rue de Vaugirard 75015;Terrasse estivale sur trottoir face à la devanture (L=0,50m l=5,70m);15;75115;48.83345399973854,2.28972500066237
DSN33667;2021-09-16;;LES FRANGINS;3 rue des Gobelins 75013;Contre-terrasse estivale sur stationnement (L=5,00m l=1,70m);13;75113;48.83576300003585,2.352148000267176
DSN33787;2021-09-17;;LA CASSEROLE/ BISTROT 88;88 rue Mouffetard 75005;Contre-terrasse permanente sur stationnement (L=14,50m l=1,70m);5;75105;48.84185900001486,2.349641999448937
DSN33820;2021-09-17;;CAFE DE L'OLYMPIA;4 place Henri Salvador 75009;Contre-terrasse estivale sur trottoir face à la devanture (L=7,60m l=2,20m);9;75109;48.87011300016633,2.327787999450401
DSN33971;2021-09-20;;BISTROT DU METRO;10 place Gambetta 75020;Contre-terrasse estivale sur trottoir face à la devanture (L=5,00m l=3,00m);20;75120;48.86530400036977,2.398441000318471
DSN34096;2021-09-21;;LA PATE A NOUILLES;41 rue de Ponthieu 75008;Contre-terrasse estivale sur stationnement (L=12,00m l=1,20m);8;75108;48.87145199989773,2.3069970000524362
DSN34270;2021-09-23;;LE RECRUTEMENT;36 boulevard de la Tour maubourg 75007;"Terrasse estivale sur trottoir face à la devanture (L=3,35m l=2,20m) ; Terrasse estivale sur trottoir face à la devanture (L=3,35m l=2,20m) ; Terrasse estivale sur trottoir face à la devanture (L=3,15m l=2,20m)";7;75107;48.86010999979523,2.309998000588953
DSN34341;2021-09-23;;LOU CANTOU;35 Cite d'Antin 75009;Contre-terrasse estivale sur trottoir désaxée par rapport à la devanture (L=10,00m l=2,00m);9;75109;48.87398300025643,2.333762999503791
DSN34428;2021-09-24;;MARIE-THÉ;102 rue du Cherche Midi;Contre-terrasse estivale sur stationnement (L=7,00m l=1,80m);6;75106;48.84700200031914,2.321554999715582
DSN34442;2021-09-25;;BAR DE LA FONTAINE;1 rue de Charonne 75011;Terrasse estivale sur trottoir face à la devanture (L=10,00m l=3,20m);11;75111;48.852072999696816,2.373805999814897
DSN34563;2021-09-27;;LE MAURI 7;46 rue du Faubourg Saint denis 75010;Contre-terrasse permanente sur stationnement (L=18,00m l=2,20m);10;75110;48.87160099965953,2.353784000065896
DSN34757;2021-09-29;;MARCELLE;9 rue Antoine Vollon 75012;Contre-terrasse estivale sur stationnement (L=7,00m l=2,00m);12;75112;48.85068299978162,2.376844000161821
DSN34776;2021-09-30;;UN BISTROT EN VILLE;11b rue de Moscou 75008;Contre-terrasse estivale sur voie piétonne (L=4,00m l=2,50m);8;75108;48.880430000238405,2.325216999986078
DSN34853;2021-09-30;;ETSI;23 rue Eugene Carriere 75018;Contre-terrasse permanente sur stationnement (L=9,00m l=1,70m);18;75118;48.89035099959554,2.332992000043971
DSN15430;2021-07-02;;SARL MURO POZZETTO;16 rue Vieille du Temple 75004;Contre-terrasse estivale sur trottoir face à la devanture (L=60,00m l=40,00m);4;75104;48.85674200005054,2.357011000433357
DSN15491;2021-07-02;;LA QUINCAVE;17 rue Brea 75006;Contre-terrasse permanente sur stationnement (L=5,10m l=1,80m);6;75106;48.84298399972009,2.330082999420462
DSN15652;2021-07-02;;LE PETIT GORILLE;46 rue de Cronstadt 75015;Contre-terrasse estivale sur stationnement (L=6,00m l=3,00m);15;75115;48.833078000113446,2.300829000510717
DSN15787;2021-07-03;;LE SCOSSA;8 place Victor Hugo 75116;"Terrasse estivale sur trottoir face à la devanture (L=1,00m l=9,00m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=1,20m l=6,00m) ; Contre-terrasse estivale sur places et terre-pleins (L=13,50m l=7,00m)";16;75116;48.86992499983211,2.284761999628595
DSN16568;2021-07-05;;LA LOTTA;20 rue des Taillandiers 75011;"Contre-terrasse permanente sur stationnement (L=5,10m l=1,80m) ; Terrasse estivale sur trottoir face à la devanture (L=4,20m l=0,55m)";11;75111;48.854853000115746,2.375053000573091
DSN16623;2021-07-05;;ACCORDERIE PARIS SUD;6 rue Maurice Bouchor 75014;Contre-terrasse estivale sur stationnement (L=6,00m l=1,80m);14;75114;48.82605299958309,2.309708000543859
DSN16684;2021-07-05;;POKE ME 5;58 rue Monge 75005;Terrasse estivale sur trottoir face à la devanture (L=5,00m l=1,50m);5;75105;48.84437699997422,2.352237000649741
DSN16725;2021-07-05;;TONTON LUIGI;127 rue Saint maur 75011;Contre-terrasse estivale sur stationnement (L=4,00m l=2,00m);11;75111;48.866917000376255,2.37612600002621
DSN16774;2021-07-05;;CAFÉ QUARTIER;55 rue de Charonne 75011;Contre-terrasse estivale sur trottoir désaxée par rapport à la devanture (L=12,00m l=1,20m);11;75111;48.8533889998855,2.378826000651448
DSN16787;2021-07-05;;L' ORÉE DU PARC;9 rue de l'Abbe de l'Epee 75005;Contre-terrasse estivale sur stationnement (L=3,40m l=2,40m);5;75105;48.84317900003743,2.341721000606677
DSN15867;2021-07-03;;LES POULETTES BATIGNOLLES;10 rue de Cheroy 75017;Contre-terrasse estivale sur stationnement (L=6,90m l=1,80m);17;75117;48.88274699964869,2.318393999402927
DSN15940;2021-07-03;;TROIS FONTAINES;1 rue Pierre Fontaine 75009;Contre-terrasse estivale sur stationnement (L=9,00m l=1,70m);9;75109;48.880713000225704,2.334757999598612
DSN15982;2021-07-03;;TAYIM;9 rue Gustave Zede 75016;"Terrasse estivale sur trottoir face à la devanture (L=5,00m l=1,80m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=8,00m l=1,80m)";16;75116;48.85567299977384,2.272739999756382
DSN16060;2021-07-03;;LE BASTRINGUE;67 Quai de la Seine 75019;"Contre-terrasse permanente sur stationnement (L=14,60m l=1,90m) ; Terrasse estivale sur trottoir face à la devanture (L=11,90m l=0,70m) ; Contre-terrasse estivale sur places et terre-pleins (L=15,00m l=10,00m)";19;75119;48.88792700037298,2.376906999585838
DSN16497;2021-07-05;;GEMLIK;22 rue de Mazagran 75010;"Contre-terrasse permanente sur stationnement (L=8,80m l=1,70m) ; Terrasse estivale sur trottoir face à la devanture (L=2,40m l=0,60m)";10;75110;48.87103100006185,2.352267000146884
DSN16521;2021-07-05;;LE SAGITTAIRE;77 rue Lamarck 75018;Contre-terrasse estivale sur stationnement (L=10,00m l=1,80m);18;75118;48.89019499977185,2.33645500009987
DSN16535;2021-07-05;;BLEU MATIN;74 rue Lamarck 75018;Contre-terrasse estivale sur places et terre-pleins (L=13,00m l=1,75m);18;75118;48.890024000049735,2.338629000184706
DSN14993;2021-07-02;;L'ATTIRAIL CAFÉ;8 boulevard Saint martin 75010;"Contre-terrasse estivale sur trottoir face à la devanture (L=1,00m l=7,00m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=3,00m l=10,00m)";10;75110;48.86879300042195,2.357866999649695
DSN15111;2021-07-02;;LA POINTE DROUOT;34 rue Drouot 75009;Contre-terrasse estivale sur stationnement (L=12,00m l=1,90m);9;75109;48.87481500022886,2.340974000183926
DSN15150;2021-07-02;;LA PAELLA;50 rue des Vinaigriers 75010;Contre-terrasse estivale sur stationnement (L=2,00m l=10,00m);10;75110;48.87324700009585,2.36033100055657
DSN15173;2021-07-02;;ZAGROS;58 boulevard de Menilmontant 75020;"Contre-terrasse estivale sur trottoir face à la devanture (L=18,66m l=3,49m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=6,33m l=2,80m)";20;75120;48.86360999962858,2.387082000056231
DSN15184;2021-07-02;;CAFE LILOU;62 boulevard de Port royal 75005;Contre-terrasse estivale sur trottoir face à la devanture (L=5,00m l=1,60m);5;75105;48.837785999983765,2.345724999602338
DSN15209;2021-07-02;;CAFÉ RUC;159 rue Saint honore 75001;Contre-terrasse estivale sur trottoir face à la devanture (L=7,00m l=1,00m);1;75101;48.86325100023681,2.335206000437874
DSN15262;2021-07-02;;BOCAMEXA;127 rue Mouffetard 75005;Terrasse estivale sur trottoir face à la devanture (L=17,00m l=1,50m);5;75105;48.84013300021295,2.349828999853849
DSN15307;2021-07-02;;AU RENDEZ VOUS DES BELGES;23 rue de Dunkerque 75010;Contre-terrasse permanente sur stationnement (L=8,00m l=2,00m);10;75110;48.87966600042087,2.35528600001527
DSN15366;2021-07-02;;L'ATELIER DU 10;10 rue Leon Jost 75017;Contre-terrasse estivale sur stationnement (L=5,00m l=1,60m);17;75117;48.880270000076905,2.303054000353383
DSN15350;2021-07-02;;BURGER KING;23 place de la Republique 75003;Terrasse estivale sur trottoir face à la devanture (L=9,20m l=4,00m);3;75103;48.86779699994627,2.3621090000225
DSN1444;2021-06-24;;PAPILLON;125 boulevard Serurier 75019;Contre-terrasse estivale sur trottoir face à la devanture (L=11,40m l=3,00m);19;75119;48.88340300014094,2.394759000499672
DSN1536;2021-06-24;;TRUFFES FOLIES;37 rue Malar 75007;Contre-terrasse estivale sur stationnement (L=7,00m l=2,00m);7;75107;48.85967699975726,2.306279000393625
DSN1575;2021-06-24;;LA PART DES ANGES;10 rue Garreau 75018;Contre-terrasse estivale sur stationnement (L=5,00m l=1,80m);18;75118;48.8860379999495,2.336922000305731
DSN1603;2021-06-24;;CAFE LA CHAUFFERIE;2 boulevard de Denain 75010;Terrasse estivale sur trottoir face à la devanture (L=7,80m l=1,00m);10;75110;48.87886499988102,2.354407999914435
DSN1731;2021-06-24;;BISTROT PAUL CHENE;123 rue Lauriston 75116;Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=9,50m l=1,83m);16;75116;48.86577400044645,2.285890999479297
DSN1869;2021-06-24;;DAV AND JO;49 Quai de la Seine 75019;"Contre-terrasse estivale sur trottoir face à la devanture (L=6,00m l=4,00m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=4,00m l=4,00m)";19;75119;48.886823999838626,2.374549999924355
DSN1969;2021-06-24;;RESPIRO;18 rue Maitre Albert 75005;Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=10,00m l=60,00m);5;75105;48.8504810001916,2.349445999325056
DSN3795;2021-06-24;;BO BUN CAY OT;111 avenue d'Ivry 75013;Contre-terrasse estivale sur stationnement (L=6,00m l=2,50m);13;75113;48.82551799990707,2.36104499934925
DSN3944;2021-06-25;;CHEZ ARNAUD;16 rue Eugene Jumin 75019;Terrasse estivale sur trottoir face à la devanture (L=4,00m l=1,80m);19;75119;48.887342999920754,2.39252100033309
DSN3941;2021-06-25;;KAIYO;161 avenue de Choisy 75013;Contre-terrasse estivale sur stationnement (L=6,00m l=2,00m);13;75113;48.82815700015985,2.358148000012984
DSN4203;2021-06-25;;YOKOHAMA;6 rue Joubert 75009;Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=10,00m l=1,00m);9;75109;48.87466499965567,2.331894999345557
DSN4199;2021-06-25;;OM TIBETAIN TRAITEUR BUBBLE TEA;214 boulevard de la Villette 75019;Terrasse estivale sur trottoir face à la devanture (L=9,40m l=1,60m);19;75119;48.88435800032903,2.367988000281204
DSN4313;2021-06-25;;MEI XI;54 boulevard Diderot 75012;Terrasse estivale sur trottoir face à la devanture (L=2,00m l=5,00m);12;75112;48.84638600013374,2.379716000299231
DSN2178;2021-06-24;;TOKKI;10 rue de la boule Rouge 75009;Contre-terrasse estivale sur trottoir face à la devanture (L=5,11m l=2,00m);9;75109;48.87376999974127,2.344925000383322
DSN2218;2021-06-24;;CLIMBING DISTRICT;69 rue Mstislav Rostropovitch 75017;Terrasse estivale sur trottoir face à la devanture (L=50,70m l=1,40m);17;75117;48.89130900012576,2.310413999467785
DSN2231;2021-06-24;;PIZZA CLIP;13b avenue du Pere Lachaise 75020;Contre-terrasse estivale sur stationnement (L=0,00m l=0,00m);20;75120;48.86435100043107,2.397820000210783
DSN2402;2021-06-24;;ETOILE SAIGON;6 rue Pernety 75014;Contre-terrasse permanente sur stationnement (L=5,00m l=1,80m);14;75114;48.832763999900976,2.320168999613058
DSN2356;2021-06-24;;PIDE PARIS;10 rue des Petites Ecuries 75010;Contre-terrasse permanente sur stationnement (L=10,00m l=2,00m);10;75110;48.87322299987085,2.353321999939562
DSN2896;2021-06-24;;LES TIMBRÉS;14 rue d'Alleray 75015;Contre-terrasse estivale sur stationnement (L=7,00m l=1,50m);15;75115;48.83813199993155,2.301174000575669
DSN2996;2021-06-24;;AU CHIEN QUI FUME;19 boulevard du Montparnasse 75006;"Terrasse estivale sur trottoir face à la devanture (L=7,50m l=0,80m) ; Contre-terrasse estivale sur trottoir face à la devanture (L=10,50m l=0,80m)";6;75106;48.84573099955927,2.319154000385394
DSN3268;2021-06-24;;CAMPISI;1 rue des Bauches 75016;"Terrasse estivale sur trottoir face à la devanture (L=5,00m l=0,75m) ; Terrasse estivale sur trottoir face à la devanture (L=2,20m l=1,60m)";16;75116;48.8555210001301,2.274847000108647
DSN3462;2021-06-24;;LA SCUDERIA DEL MULINO;106 boulevard de Clichy 75018;Contre-terrasse estivale sur stationnement (L=7,00m l=1,50m);18;75118;48.884352999553684,2.331194999622153
DSN3590;2021-06-24;;LA CIME;22 rue de l'Arrivee 75015;Contre-terrasse estivale sur stationnement (L=7,00m l=1,80m);15;75115;48.842912000259204,2.321220999796643
DSN3682;2021-06-24;;LA SCALA;11 boulevard de Strasbourg 75010;Terrasse estivale sur trottoir face à la devanture (L=7,80m l=2,20m);10;75110;48.87015500027763,2.35449099950263
DSN382;2021-06-22;;BRASSERIE LE GRAND PALAIS;21 avenue Franklin Delano Roosevelt 75008;Contre-terrasse estivale sur stationnement (L=11,50m l=1,70m);8;75108;48.866577000154024,2.309951999555095
DSN541;2021-06-22;;COLCHIDE RUE DES POISSONNIERS;97 rue des Poissonniers 75018;Contre-terrasse estivale sur stationnement (L=15,00m l=1,40m);18;75118;48.892596000227805,2.352209000231686
DSN683;2021-06-22;;GAMBINO;6 rue Gomboust;"Contre-terrasse estivale sur stationnement (L=14,42m l=2,30m) ; Terrasse estivale sur trottoir face à la devanture (L=10,00m l=0,50m)";1;75101;48.86736199981111,2.3329869999586172
DSN850;2021-06-23;;MONTEZUMA CAFÉ;15 rue Notre dame des Victoires 75002;Contre-terrasse estivale sur stationnement (L=6,00m l=2,00m);2;75102;48.86818200035908,2.341683999390227
DSN915;2021-06-23;;CAFÉ BOLIVAR;31 avenue Secretan 75019;Contre-terrasse estivale sur places et terre-pleins (L=16,00m l=7,00m);19;75119;48.88140300015837,2.373130999520007
DSN952;2021-06-23;;KICCHO;11 rue de la Verrerie 75004;Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=4,60m l=4,30m);4;75104;48.85717799956114,2.354893999729664
DSN1166;2021-06-23;;PAIN D'ÉPICES;12 rue Jean du Bellay 75004;Contre-terrasse estivale sur stationnement (L=9,30m l=1,70m);4;75104;48.85320199982361,2.353931000658304
DSN13733;2021-07-01;;LE PETIT POT;19 rue Eugene Jumin 75019;"Contre-terrasse estivale sur trottoir face à la devanture (L=6,00m l=1,74m) ; Contre-terrasse estivale sur trottoir désaxée par rapport à la devanture (L=6,00m l=1,00m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=3,00m l=1,20m)";19;75119;48.88749900028608,2.392256999709458
DSN13896;2021-07-01;;COUTUME;47 rue de Babylone 75007;Contre-terrasse estivale sur stationnement (L=8,85m l=1,75m);7;75107;48.85166899997603,2.31836200021477
DSN13944;2021-07-01;;LE RELAIS DE VENISE - SON ENTRECOTE;271 boulevard Pereire 75017;"Terrasse estivale sur trottoir face à la devanture (L=11,00m l=0,70m) ; Contre-terrasse estivale sur stationnement (L=12,00m l=1,70m)";17;75117;48.87807400033105,2.285124999904171
DSN14723;2021-07-01;;O'31;31 rue de Ponthieu 75008;Contre-terrasse estivale sur trottoir face à la devanture (L=5,80m l=1,50m);8;75108;48.8710359996963,2.30831600054224
DSN14773;2021-07-01;;LA BOCA;41 rue Montorgueil 75002;Terrasse estivale sur trottoir face à la devanture (L=12,00m l=7,00m);2;75102;48.864844000433735,2.346705999770319
DSN14878;2021-07-01;;CHAO EM;10 rue du Maine 75014;"Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=4,60m l=1,20m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=1,60m l=1,20m)";14;75114;48.840648999792165,2.323080000242606
DSN14903;2021-07-01;;TRAITEUR PEKINOIS;254 avenue Daumesnil 75012;Terrasse estivale sur trottoir face à la devanture (L=6,40m l=2,00m);12;75112;48.836679000019465,2.402879999680901
DSN14913;2021-07-01;;SPOK;35 rue Washington 75008;Contre-terrasse estivale sur stationnement (L=5,00m l=1,60m);8;75108;48.87385900013895,2.30397499955384
DSN14309;2021-07-01;;LE 16E SENS;3 rue Gustave Courbet 75116;Contre-terrasse estivale sur stationnement (L=8,80m l=1,70m);16;75116;48.86632400018782,2.281550999924699
DSN14464;2021-07-01;;LE SAINT CYR;147 avenue de Villiers 75017;Contre-terrasse estivale sur stationnement (L=6,00m l=1,80m);17;75117;48.88548799999009,2.2916949998659932
DSN14472;2021-07-01;;LA BRASSERIE DE SEGALA;68 rue de Sevres 75007;Contre-terrasse estivale sur stationnement (L=9,40m l=1,70m);7;75107;48.84786099994722,2.319157999485939
DSN14716;2021-07-01;;ABUELA;43 rue Notre dame de Lorette 75009;Contre-terrasse estivale sur stationnement (L=6,30m l=1,70m);9;75109;48.87950899962278,2.336087000068357
DSN13326;2021-06-30;;RESTAURANT LA MERE MICHELE CAFÉ;11 rue Vicq d'Azir 75010;Contre-terrasse estivale sur stationnement (L=5,50m l=1,70m);10;75110;48.876190000390764,2.369768000411799
DSN13334;2021-06-30;;RESTAURANT EBIS;19 rue Saint roch 75001;Contre-terrasse estivale sur stationnement (L=13,00m l=1,80m);1;75101;48.865436000072016,2.332212999702745
DSN13377;2021-06-30;;BAOBAOLAND;93 boulevard de Sebastopol 75002;Terrasse estivale sur trottoir face à la devanture (L=10,00m l=3,00m);2;75102;48.865485000300495,2.351879999533579
DSN13389;2021-06-30;;RIVOLUZIONE PIZZA;24 rue des Taillandiers 75011;Contre-terrasse permanente sur stationnement (L=16,00m l=2,00m);11;75111;48.85534499970314,2.374806999623416
DSN13413;2021-06-30;;MONBLEU LE COMPTOIR;12 rue Dupetit thouars 75003;"Contre-terrasse estivale sur stationnement (L=4,20m l=1,80m) ; Terrasse estivale sur trottoir désaxée par rapport à la devanture (L=12,00m l=1,50m)";3;75103;48.86540599965366,2.361949000187908
DSN13442;2021-06-30;;PUSHPARANEE MAHENDRARAJAH;42 rue des Vinaigriers 75010;Contre-terrasse estivale sur trottoir face à la devanture (L=3,00m l=0,60m);10;75110;48.8732219997569,2.36127100006322
DSN13570;2021-07-01;;LA BOUFFARDE;177 boulevard Brune 75014;Contre-terrasse estivale sur trottoir désaxée par rapport à la devanture (L=18,00m l=2,00m);14;75114;48.823973000128404,2.3230699995284603
DSN39334;2021-12-20;;COM A LA MAISON;51 avenue du Docteur Arnold Netter 75012;Contre-terrasse estivale sur trottoir face à la devanture (L=4,00m l=1,60m);12;75112;48.8441089998378,2.405428000139557
DSN39358;2021-12-21;;BRASSERIE MARTIN;24 rue Saint ambroise 75011;"Contre-terrasse estivale sur stationnement (L=15,00m l=1,80m) ; Contre-terrasse estivale sur stationnement (L=15,00m l=1,80m)";11;75111;48.862645999878225,2.378584000127344
DSN42107;2022-02-03;;LA LIMITE;62 rue Orfila 75020;Contre-terrasse estivale sur stationnement (L=8,00m l=1,80m);20;75120;48.86685599973952,2.397667000680402
DSN36982;2021-10-27;;PANAME;14 rue de la Fontaine au Roi 75011;Contre-terrasse permanente sur stationnement (L=17,40m l=1,80m);11;75111;48.86838699968331,2.369982000493139
DSN39555;2022-01-05;;BIZZART;167 Quai de Valmy 75010;Contre-terrasse estivale sur places et terre-pleins (L=17,00m l=5,00m);10;75110;48.87907099958379,2.366468000238478
DSN39563;2022-01-05;;BOBBY;29 rue Lambert 75018;"Contre-terrasse estivale sur voie piétonne (L=9,00m l=2,00m) ; Terrasse estivale sur trottoir face à la devanture (L=12,00m l=0,70m) ; Terrasse estivale sur trottoir face à la devanture (L=2,80m l=1,10m)";18;75118;48.889151000226754,2.34478999967574
DSN39575;2022-01-06;;BISTRO TOI ET MOI;5 rue Valentin Hauy 75015;Contre-terrasse estivale sur stationnement (L=3,63m l=1,80m);15;75115;48.84686800023285,2.310312000058455
