N_SQ_CA;NUMEVP;TEXTE;geo_shape;geo_point_2d
7;20;7-20;"{""coordinates"": [[[2.309464107668215, 48.84942651352309], [2.309427472573383, 48.84945327211547], [2.309401913735849, 48.849470478661424], [2.309395931760727, 48.84950715065474], [2.309393368714402, 48.84952183321841], [2.30913371444468, 48.84934880172246], [2.309150752969987, 48.84933861861046], [2.309178867856664, 48.84931867303058], [2.309166099112031, 48.849309817940586], [2.309033293961067, 48.84921978853363], [2.309013713103442, 48.84920629385163], [2.308987302961221, 48.849223570942684], [2.308799874502166, 48.849343312077984], [2.308910533575803, 48.849440221638346], [2.309004240548515, 48.84939324242778], [2.309271531814058, 48.8496142614242], [2.309496430689835, 48.84949747888989], [2.309475169631012, 48.849443237132306], [2.309464107668215, 48.84942651352309]]], ""type"": ""Polygon""}";48.8494090156,2.30912420933
18;73;18-73;"{""coordinates"": [[[2.34567207114975, 48.889785843947635], [2.345652668147579, 48.889630999192164], [2.345518001004181, 48.88963396032854], [2.345536181686623, 48.88979140556933], [2.34567207114975, 48.889785843947635]]], ""type"": ""Polygon""}";48.8897107052,2.34559456393
18;138;18-138;"{""coordinates"": [[[2.337813291784436, 48.8881950444105], [2.337778571034194, 48.88814942469347], [2.33747527256942, 48.88823579907598], [2.337516020177816, 48.888301523398205], [2.33768754586651, 48.88822606189134], [2.337813291784436, 48.8881950444105]]], ""type"": ""Polygon""}";48.8882211355,2.33763377512
18;36;18-36;"{""coordinates"": [[[2.369366592219514, 48.898829793042815], [2.369228487298094, 48.89882702250687], [2.36921417599475, 48.89910552075316], [2.369025907444335, 48.89910097222399], [2.369025660209861, 48.89892712433748], [2.368841519994371, 48.89892380504443], [2.368832202879243, 48.89901837198075], [2.369187863560874, 48.89928383770646], [2.369344725072275, 48.89928730509572], [2.369730750471066, 48.89905225803049], [2.369730678571327, 48.898943501695875], [2.369563677685135, 48.89893982045514], [2.369558698749112, 48.89911070635408], [2.369355878373292, 48.899110114269945], [2.369366592219514, 48.898829793042815]]], ""type"": ""Polygon""}";48.8990757426,2.36927876824
16;92;16-92;"{""coordinates"": [[[2.2770307502971843, 48.860967262824644], [2.2769184309647033, 48.860864981374995], [2.27683660535554, 48.860904563103006], [2.276806825422304, 48.86087637452476], [2.276599724048072, 48.86096268041896], [2.2766873704648, 48.861040007926455], [2.2766643586353092, 48.86104948114431], [2.27663367704712, 48.86106218075038], [2.27662344859401, 48.861067093255826], [2.276620891252274, 48.86106927042507], [2.276417192873959, 48.86115740426837], [2.276515047522166, 48.86124590783816], [2.2767860778538482, 48.861127879693356], [2.276757145968173, 48.86110172967565], [2.276793798046515, 48.86108341187488], [2.276850052516545, 48.86105554984698], [2.276919092439997, 48.86102179332786], [2.2770307502971843, 48.860967262824644]]], ""type"": ""Polygon""}";48.8610420562,2.27672932743
20;125;20-125;"{""coordinates"": [[[2.397914139638534, 48.85375275999875], [2.397790476594765, 48.85372145458026], [2.397711116821098, 48.853871874231004], [2.397769390962663, 48.853886152421836], [2.3978224108610102, 48.85389976380499], [2.397914139638534, 48.85375275999875]]], ""type"": ""Polygon""}";48.8538100696,2.39781031703
16;181;16-181;"{""coordinates"": [[[2.263055158127454, 48.84684278394907], [2.262773789908249, 48.84649996418095], [2.262614455545561, 48.84655824339721], [2.262600822207127, 48.846562941307845], [2.262757101958056, 48.84684041338356], [2.262925802241007, 48.84678438794729], [2.262983585672952, 48.846868311405245], [2.26303215200238, 48.84685105941818], [2.263055158127454, 48.84684278394907]]], ""type"": ""Polygon""}";48.8466861152,2.26280408731
5;11;5-11;"{""coordinates"": [[[2.3518030712256, 48.84533739636799], [2.351771561702358, 48.84533213076491], [2.351721316292537, 48.84532398820259], [2.351726420590214, 48.845308882325426], [2.351742588329992, 48.84526735922823], [2.351746842644781, 48.845252885490844], [2.351762159176321, 48.845214172774824], [2.351768967051535, 48.84519969938203], [2.351789405210742, 48.84520243625549], [2.351792812493423, 48.84520292778057], [2.351845611584264, 48.84521149155993], [2.351863478272636, 48.845156830797], [2.351875390988846, 48.845125775664656], [2.35189070677476, 48.84508305807211], [2.351910276733661, 48.84503036353232], [2.35192559277638, 48.8449882781838], [2.351932399401935, 48.84496776286799], [2.351844691697566, 48.844979225827714], [2.351838730109585, 48.844980000255205], [2.35186259146043, 48.84503957366664], [2.351705059718566, 48.84506692405509], [2.351726372554473, 48.845147223831276], [2.351693188680291, 48.84523778767932], [2.351654900630709, 48.845349570338335], [2.351654050714704, 48.84535216938041], [2.351723030171198, 48.84536312056268], [2.351789456816824, 48.84537280686303], [2.3518030712256, 48.84533739636799]]], ""type"": ""Polygon""}";48.8451601458,2.35178620545
16;241;16-241;"{""coordinates"": [[[2.26556816393625, 48.84165620504602], [2.265590139848127, 48.841695611036066], [2.265693153167541, 48.84167200624505], [2.265682120513712, 48.84164628573814], [2.265649778076192, 48.841635516882256], [2.26556816393625, 48.84165620504602]]], ""type"": ""Polygon""}";48.8416643232,2.26563005813
14;166;14-166;"{""coordinates"": [[[2.3265861771798733, 48.84210588040946], [2.326403088346097, 48.84216867306839], [2.326560576049162, 48.84237193670184], [2.326646556568805, 48.842482667562315], [2.3266865669879753, 48.84253381750743], [2.326832188252016, 48.84248436972708], [2.326786218187219, 48.84242148645095], [2.326855196645543, 48.84239542788442], [2.32679816068922, 48.84232172413358], [2.326671275000395, 48.8423648504699], [2.326543580425242, 48.842206624044245], [2.32663810613845, 48.8421726978722], [2.3265861771798733, 48.84210588040946]]], ""type"": ""Polygon""}";48.8423313256,2.32663169014
17;13;17-13;"{""coordinates"": [[[2.321705270825729, 48.89758584013131], [2.321570589251645, 48.89756067058596], [2.32154958962461, 48.897668741694964], [2.3217082169692462, 48.8977723030592], [2.321428860428126, 48.89809417999836], [2.321190247499173, 48.89800885373952], [2.321486155902864, 48.897687401153995], [2.321338695050862, 48.89763469009874], [2.3212423772169988, 48.89759898710042], [2.321100030882436, 48.897551896707746], [2.321039004051348, 48.89756599742968], [2.321006498699067, 48.897605190798345], [2.321168191408189, 48.89766740691795], [2.320816839990562, 48.89807976148715], [2.320642764729331, 48.898017999884075], [2.320623275317752, 48.89804039032309], [2.320698829138056, 48.89813504428642], [2.321232764572121, 48.89834243405104], [2.321407529116019, 48.89832194236636], [2.321560384707151, 48.89814977198817], [2.321747180473825, 48.89821974133135], [2.321526217511285, 48.898480069560435], [2.321846598708998, 48.898611267492214], [2.321775096671514, 48.89869664960391], [2.321940195670789, 48.89875844052016], [2.321739316286964, 48.89775839313628], [2.321736762570587, 48.8977457468175], [2.321705270825729, 48.89758584013131]]], ""type"": ""Polygon""}";48.8980777923,2.32138069388
10;5;10-5;"{""coordinates"": [[[2.366838413686326, 48.87377457428329], [2.367478274872632, 48.874250786365536], [2.367803136308972, 48.87406953630046], [2.367866220839834, 48.874121157659054], [2.368266547875759, 48.87389468242663], [2.368162549789602, 48.87381988887669], [2.368266463364904, 48.87375979062055], [2.368364494617289, 48.87383093277315], [2.368749483372543, 48.873608957068896], [2.368679581337596, 48.8735552308255], [2.368997280998169, 48.873374512555415], [2.3689546558850783, 48.87333946736076], [2.368982762760153, 48.8733229490358], [2.368896662664725, 48.873254825479684], [2.368588330244124, 48.873428865878246], [2.368584069001013, 48.873425775765746], [2.368172812487991, 48.87366361960399], [2.36816842829842, 48.87368190424223], [2.368067921696884, 48.8737412280885], [2.36803340919408, 48.87373976433308], [2.367614944935742, 48.87398400650419], [2.3676079805553, 48.87401591501189], [2.367464030965793, 48.87409646697052], [2.366948302274003, 48.873713640906466], [2.366838413686326, 48.87377457428329]]], ""type"": ""Polygon""}";48.8737989759,2.36801946778
11;9;11-9;"{""coordinates"": [[[2.377757229067769, 48.86818918794543], [2.377817657824691, 48.86811504577394], [2.37762253434567, 48.868085187689104], [2.377572262938492, 48.86807888270925], [2.377551681683192, 48.86813015764195], [2.377381274313441, 48.86809955803639], [2.377326998496803, 48.86820290207726], [2.377315090952226, 48.86822637134547], [2.377652530289275, 48.86830191628741], [2.377757229067769, 48.86818918794543]]], ""type"": ""Polygon""}";48.8681835097,2.37756468559
16;93;16-93;"{""coordinates"": [[[2.276300544424951, 48.86050381556722], [2.27616688292967, 48.860546980272], [2.276163445627555, 48.86054793977876], [2.276164088165114, 48.86054878366321], [2.276270453854229, 48.860641577632364], [2.276289174443725, 48.86065802763751], [2.276503935247279, 48.860576643974035], [2.27665094570238, 48.86052016368424], [2.276632775512647, 48.86049823099259], [2.276632777701946, 48.860496404414825], [2.276632779517385, 48.860494015737665], [2.276632784073917, 48.860491135129564], [2.276634489676589, 48.86048874775763], [2.276636194468135, 48.860487695024275], [2.27663790005275, 48.86048629064769], [2.27664045675009, 48.86048523766758], [2.276599663818706, 48.860431620629534], [2.276593699552275, 48.86043267099723], [2.276590292357979, 48.86043273943691], [2.276587736863497, 48.86043252792936], [2.276586033859105, 48.86043217587954], [2.27658177715607, 48.860430697688216], [2.276580074379381, 48.8604291512955], [2.2765783733546128, 48.86042767506309], [2.27657074389999, 48.86041858232442], [2.276378834497549, 48.86047990566887], [2.27634133859189, 48.86049197042539], [2.2763012871602992, 48.86050480575251], [2.276300544424951, 48.86050381556722]]], ""type"": ""Polygon""}";48.860536178,2.27641612318
16;87;16-87;"{""coordinates"": [[[2.278951467217976, 48.86027560833157], [2.278869471783846, 48.860204545430534], [2.27894413033809, 48.8601673473794], [2.278903216798466, 48.86013204127624], [2.278896408778738, 48.860126206604356], [2.278872583143051, 48.86010511794223], [2.278831823132005, 48.86006975607785], [2.278694497597523, 48.86012813480713], [2.278541107402154, 48.86019613136732], [2.278558135324174, 48.860210833261256], [2.278624509974631, 48.86026889826401], [2.278658602806552, 48.86025212484033], [2.278764077049171, 48.86034834585957], [2.278556150333169, 48.86045054538013], [2.2785689148656, 48.860461793223905], [2.278584231035839, 48.86047550089608], [2.278619120206295, 48.86050636034378], [2.278978276212531, 48.86034223132498], [2.27891923131004, 48.86029127063137], [2.278951467217976, 48.86027560833157]]], ""type"": ""Polygon""}";48.8602727644,2.27876769382
16;202;16-202;"{""coordinates"": [[[2.278683763856524, 48.85404657422584], [2.27875195229102, 48.854003471507355], [2.278758759477276, 48.85400881516866], [2.278930931825815, 48.85390232349881], [2.27892582397148, 48.853900143245696], [2.279100548076932, 48.8537948475638], [2.279096296215426, 48.85378901477516], [2.278989170672095, 48.85362610754371], [2.278840067303846, 48.85367183814367], [2.278936965665332, 48.8538401501874], [2.278845805460886, 48.853862937412146], [2.278829617850445, 48.85386693373847], [2.278614831281705, 48.85399743040746], [2.278683763856524, 48.85404657422584]]], ""type"": ""Polygon""}";48.8538285288,2.27889364708
16;66;16-66;"{""coordinates"": [[[2.267946804291471, 48.8469177047717], [2.267722891533995, 48.8466998585028], [2.267854765997786, 48.84663715586686], [2.267798783873913, 48.84658025022906], [2.267650800605261, 48.84664832864913], [2.267998816254223, 48.846997685378795], [2.268077000353967, 48.84694231300922], [2.268024034982035, 48.84688354087778], [2.267946804291471, 48.8469177047717]]], ""type"": ""Polygon""}";48.8467757684,2.26785205655
6;51;6-51;"{""coordinates"": [[[2.320903672981724, 48.84579128959924], [2.321104627812585, 48.845845765040906], [2.321202605974304, 48.84569873284861], [2.321004206680427, 48.8456432036226], [2.320903672981724, 48.84579128959924]]], ""type"": ""Polygon""}";48.8457447977,2.3210535466
12;15;12-15;"{""coordinates"": [[[2.390916806537938, 48.84869104556951], [2.391442216422911, 48.848649975509545], [2.391312717797328, 48.848603035991125], [2.391411345209901, 48.848455943813164], [2.391535713895825, 48.84848447794172], [2.391259480984386, 48.848203798096506], [2.391148931150207, 48.84835195010604], [2.39119067627533, 48.848366192463736], [2.391051221970756, 48.84856128926132], [2.3910265211724813, 48.84855722616608], [2.390916806537938, 48.84869104556951]]], ""type"": ""Polygon""}";48.8484908062,2.39123363857
5;1;5-1;"{""coordinates"": [[[2.34064216059551, 48.843583920063004], [2.340533246296754, 48.843439480122456], [2.3406447949095, 48.84339788428888], [2.34035354445938, 48.843031862139924], [2.340339067850429, 48.84301640590002], [2.340251361100096, 48.84304711035271], [2.340245400963807, 48.843044651900016], [2.340240291549071, 48.84304226379234], [2.340236884586723, 48.84304036713225], [2.340233478523993, 48.84303839942737], [2.340229220669725, 48.84303580016843], [2.340224963118704, 48.843032638809014], [2.340220705507294, 48.84302926699806], [2.340218150761327, 48.84302624633667], [2.340161093267659, 48.84294699901767], [2.340154279427403, 48.84293329920579], [2.339319788251296, 48.84309652812463], [2.339319788413615, 48.843109736174796], [2.33933513830031, 48.84357405598803], [2.339436729092248, 48.84355513588518], [2.339433227908103, 48.84360130962964], [2.33972117257391, 48.843545157440396], [2.339741864195638, 48.84360404500587], [2.339758360690399, 48.843602142163896], [2.339808968238625, 48.84375062475106], [2.340468543524185, 48.84363191264285], [2.340473652072433, 48.84363092902344], [2.34064216059551, 48.843583920063004]]], ""type"": ""Polygon""}";48.8433414064,2.33995910555
12;33;12-33;"{""coordinates"": [[[2.399166460144837, 48.84386150165993], [2.399045536618129, 48.843857984855966], [2.39875514930812, 48.843849713147236], [2.398252708557569, 48.843826239991095], [2.398204167396412, 48.843824017232684], [2.39797764098637, 48.84381149343106], [2.3979686202785713, 48.843899166854015], [2.397810666218549, 48.84389075700718], [2.397803203579187, 48.84393754897733], [2.397100655606166, 48.84389915046973], [2.397096504088198, 48.843987464426036], [2.397093098942595, 48.843987466151745], [2.397092326824926, 48.84405420986005], [2.397094881972333, 48.84405406804771], [2.397511305869034, 48.84406768582559], [2.397505386844692, 48.8441016229388], [2.397502115842305, 48.844213190604705], [2.397514889753697, 48.844213113737474], [2.397514035807824, 48.844211428538465], [2.397522550497889, 48.84421156405319], [2.397522558343127, 48.84421795762221], [2.397519152079295, 48.84421781905479], [2.397519180271977, 48.84424072222415], [2.397521735168011, 48.84424072070109], [2.397521742438768, 48.84424669246864], [2.397519187542442, 48.84424669399169], [2.397518362080694, 48.84426812241257], [2.397520916426426, 48.844268050736936], [2.397520923404808, 48.84427381205329], [2.397518369058793, 48.84427388372894], [2.397517543596178, 48.844295312149306], [2.397520097943243, 48.844295240473684], [2.397520107239415, 48.844302687196624], [2.397510738597736, 48.84430086558361], [2.397510739801752, 48.84430241158441], [2.397499668193601, 48.84430080083719], [2.397498890394052, 48.84436136231832], [2.397502366179605, 48.844418899995695], [2.397501521242491, 48.844424450168745], [2.397689715628132, 48.84442533305658], [2.398056738612624, 48.84442703283249], [2.39831221110094, 48.844431391093565], [2.399774340056557, 48.84443775556204], [2.40013284839177, 48.84444085870877], [2.400443669821148, 48.84444370651221], [2.401123231037489, 48.8444606078353], [2.401114209089379, 48.844067180436376], [2.400766756832313, 48.84405114708408], [2.400761734449745, 48.844119157378174], [2.399676808680947, 48.84407767812721], [2.399677458237675, 48.844138279161314], [2.399110580629348, 48.84411993277049], [2.39911474390648, 48.844043421993405], [2.399159876105822, 48.84404339775339], [2.399166460144837, 48.84386150165993]]], ""type"": ""Polygon""}";48.8441895608,2.39904745425
